status	group	main_path	main_lines	replacement_or_reason	evidence
DELETE-VERIFIED	main-old-frontend	vue-frontend/src/utils/imageMetrics.ts	L1-L279	旧页面、组件与 API 已由当前 Vue 路由、组件 owner 和生成静态前端替代	Git main 路径逐项核对；当前页面组件图、完整前端测试与 Playwright 视觉回归通过
DELETE-VERIFIED	main-old-frontend	vue-frontend/src/utils/index.ts	L1-L58	旧页面、组件与 API 已由当前 Vue 路由、组件 owner 和生成静态前端替代	Git main 路径逐项核对；当前页面组件图、完整前端测试与 Playwright 视觉回归通过
DELETE-VERIFIED	main-old-frontend	vue-frontend/src/utils/maskMerger.ts	L1-L130	旧页面、组件与 API 已由当前 Vue 路由、组件 owner 和生成静态前端替代	Git main 路径逐项核对；当前页面组件图、完整前端测试与 Playwright 视觉回归通过
DELETE-VERIFIED	main-old-frontend	vue-frontend/src/utils/naturalSort.ts	L1-L90	旧页面、组件与 API 已由当前 Vue 路由、组件 owner 和生成静态前端替代	Git main 路径逐项核对；当前页面组件图、完整前端测试与 Playwright 视觉回归通过
DELETE-VERIFIED	main-old-frontend	vue-frontend/tests/property/api.property.ts	L1-L303	旧页面、组件与 API 已由当前 Vue 路由、组件 owner 和生成静态前端替代	Git main 路径逐项核对；当前页面组件图、完整前端测试与 Playwright 视觉回归通过
DELETE-VERIFIED	main-old-frontend	vue-frontend/tests/property/bubbleDetection.property.ts	L1-L721	旧页面、组件与 API 已由当前 Vue 路由、组件 owner 和生成静态前端替代	Git main 路径逐项核对；当前页面组件图、完整前端测试与 Playwright 视觉回归通过
DELETE-VERIFIED	main-old-frontend	vue-frontend/tests/property/chapterReorder.property.ts	L1-L162	旧页面、组件与 API 已由当前 Vue 路由、组件 owner 和生成静态前端替代	Git main 路径逐项核对；当前页面组件图、完整前端测试与 Playwright 视觉回归通过
DELETE-VERIFIED	main-old-frontend	vue-frontend/tests/property/collapsiblePanel.property.ts	L1-L463	旧页面、组件与 API 已由当前 Vue 路由、组件 owner 和生成静态前端替代	Git main 路径逐项核对；当前页面组件图、完整前端测试与 Playwright 视觉回归通过
DELETE-VERIFIED	main-old-frontend	vue-frontend/tests/property/imageConverter.property.ts	L1-L63	旧页面、组件与 API 已由当前 Vue 路由、组件 owner 和生成静态前端替代	Git main 路径逐项核对；当前页面组件图、完整前端测试与 Playwright 视觉回归通过
DELETE-VERIFIED	main-old-frontend	vue-frontend/tests/property/imageMetrics.property.ts	L1-L370	旧页面、组件与 API 已由当前 Vue 路由、组件 owner 和生成静态前端替代	Git main 路径逐项核对；当前页面组件图、完整前端测试与 Playwright 视觉回归通过
DELETE-VERIFIED	main-old-frontend	vue-frontend/tests/property/imageUpload.property.ts	L1-L256	旧页面、组件与 API 已由当前 Vue 路由、组件 owner 和生成静态前端替代	Git main 路径逐项核对；当前页面组件图、完整前端测试与 Playwright 视觉回归通过
DELETE-VERIFIED	main-old-frontend	vue-frontend/tests/property/insightNotes.property.ts	L1-L238	旧页面、组件与 API 已由当前 Vue 路由、组件 owner 和生成静态前端替代	Git main 路径逐项核对；当前页面组件图、完整前端测试与 Playwright 视觉回归通过
DELETE-VERIFIED	main-old-frontend	vue-frontend/tests/property/pdfParse.property.ts	L1-L303	旧页面、组件与 API 已由当前 Vue 路由、组件 owner 和生成静态前端替代	Git main 路径逐项核对；当前页面组件图、完整前端测试与 Playwright 视觉回归通过
DELETE-VERIFIED	main-old-frontend	vue-frontend/tests/property/rateLimiter.property.ts	L1-L428	旧页面、组件与 API 已由当前 Vue 路由、组件 owner 和生成静态前端替代	Git main 路径逐项核对；当前页面组件图、完整前端测试与 Playwright 视觉回归通过
DELETE-VERIFIED	main-old-frontend	vue-frontend/tests/property/responsive-breakpoints.property.ts	L1-L26	旧页面、组件与 API 已由当前 Vue 路由、组件 owner 和生成静态前端替代	Git main 路径逐项核对；当前页面组件图、完整前端测试与 Playwright 视觉回归通过
DELETE-VERIFIED	main-old-frontend	vue-frontend/tests/property/responsive-device.property.ts	L1-L91	旧页面、组件与 API 已由当前 Vue 路由、组件 owner 和生成静态前端替代	Git main 路径逐项核对；当前页面组件图、完整前端测试与 Playwright 视觉回归通过
DELETE-VERIFIED	main-old-frontend	vue-frontend/tests/property/responsive-layout.property.ts	L1-L61	旧页面、组件与 API 已由当前 Vue 路由、组件 owner 和生成静态前端替代	Git main 路径逐项核对；当前页面组件图、完整前端测试与 Playwright 视觉回归通过
DELETE-VERIFIED	main-old-frontend	vue-frontend/tests/property/routePath.property.ts	L1-L339	旧页面、组件与 API 已由当前 Vue 路由、组件 owner 和生成静态前端替代	Git main 路径逐项核对；当前页面组件图、完整前端测试与 Playwright 视觉回归通过
DELETE-VERIFIED	main-old-frontend	vue-frontend/tests/property/session-batch.property.ts	L1-L52	旧页面、组件与 API 已由当前 Vue 路由、组件 owner 和生成静态前端替代	Git main 路径逐项核对；当前页面组件图、完整前端测试与 Playwright 视觉回归通过
DELETE-VERIFIED	main-old-frontend	vue-frontend/tests/property/session-context.property.ts	L1-L146	旧页面、组件与 API 已由当前 Vue 路由、组件 owner 和生成静态前端替代	Git main 路径逐项核对；当前页面组件图、完整前端测试与 Playwright 视觉回归通过
DELETE-VERIFIED	main-old-frontend	vue-frontend/tests/property/session-data.property.ts	L1-L52	旧页面、组件与 API 已由当前 Vue 路由、组件 owner 和生成静态前端替代	Git main 路径逐项核对；当前页面组件图、完整前端测试与 Playwright 视觉回归通过
DELETE-VERIFIED	main-old-frontend	vue-frontend/tests/property/session-list.property.ts	L1-L61	旧页面、组件与 API 已由当前 Vue 路由、组件 owner 和生成静态前端替代	Git main 路径逐项核对；当前页面组件图、完整前端测试与 Playwright 视觉回归通过
DELETE-VERIFIED	main-old-frontend	vue-frontend/tests/property/tagBatch.property.ts	L1-L256	旧页面、组件与 API 已由当前 Vue 路由、组件 owner 和生成静态前端替代	Git main 路径逐项核对；当前页面组件图、完整前端测试与 Playwright 视觉回归通过
DELETE-VERIFIED	main-old-frontend	vue-frontend/tests/property/touch.property.ts	L1-L387	旧页面、组件与 API 已由当前 Vue 路由、组件 owner 和生成静态前端替代	Git main 路径逐项核对；当前页面组件图、完整前端测试与 Playwright 视觉回归通过
DELETE-VERIFIED	main-old-frontend	vue-frontend/tests/unit/aiTranslate.spec.ts	L1-L204	旧页面、组件与 API 已由当前 Vue 路由、组件 owner 和生成静态前端替代	Git main 路径逐项核对；当前页面组件图、完整前端测试与 Playwright 视觉回归通过
DELETE-VERIFIED	main-old-frontend	vue-frontend/tests/unit/atomicSteps.spec.ts	L1-L104	旧页面、组件与 API 已由当前 Vue 路由、组件 owner 和生成静态前端替代	Git main 路径逐项核对；当前页面组件图、完整前端测试与 Playwright 视觉回归通过
DELETE-VERIFIED	main-old-frontend	vue-frontend/tests/unit/autoGlossaryApi.spec.ts	L1-L49	旧页面、组件与 API 已由当前 Vue 路由、组件 owner 和生成静态前端替代	Git main 路径逐项核对；当前页面组件图、完整前端测试与 Playwright 视觉回归通过
DELETE-VERIFIED	main-old-frontend	vue-frontend/tests/unit/autoGlossaryStep.spec.ts	L1-L104	旧页面、组件与 API 已由当前 Vue 路由、组件 owner 和生成静态前端替代	Git main 路径逐项核对；当前页面组件图、完整前端测试与 Playwright 视觉回归通过
DELETE-VERIFIED	main-old-frontend	vue-frontend/tests/unit/config.textStyleDefaults.api.spec.ts	L1-L51	旧页面、组件与 API 已由当前 Vue 路由、组件 owner 和生成静态前端替代	Git main 路径逐项核对；当前页面组件图、完整前端测试与 Playwright 视觉回归通过
DELETE-VERIFIED	main-old-frontend	vue-frontend/tests/unit/detectionStepSaberRefine.spec.ts	L1-L101	旧页面、组件与 API 已由当前 Vue 路由、组件 owner 和生成静态前端替代	Git main 路径逐项核对；当前页面组件图、完整前端测试与 Playwright 视觉回归通过
DELETE-VERIFIED	main-old-frontend	vue-frontend/tests/unit/insight-view.polling.spec.ts	L1-L106	旧页面、组件与 API 已由当前 Vue 路由、组件 owner 和生成静态前端替代	Git main 路径逐项核对；当前页面组件图、完整前端测试与 Playwright 视觉回归通过
DELETE-VERIFIED	main-old-frontend	vue-frontend/tests/unit/ocrResult.spec.ts	L1-L283	旧页面、组件与 API 已由当前 Vue 路由、组件 owner 和生成静态前端替代	Git main 路径逐项核对；当前页面组件图、完整前端测试与 Playwright 视觉回归通过
DELETE-VERIFIED	main-old-frontend	vue-frontend/tests/unit/pageSelectionConfig.spec.ts	L1-L36	旧页面、组件与 API 已由当前 Vue 路由、组件 owner 和生成静态前端替代	Git main 路径逐项核对；当前页面组件图、完整前端测试与 Playwright 视觉回归通过
DELETE-VERIFIED	main-old-frontend	vue-frontend/tests/unit/parallelPipeline.spec.ts	L1-L130	旧页面、组件与 API 已由当前 Vue 路由、组件 owner 和生成静态前端替代	Git main 路径逐项核对；当前页面组件图、完整前端测试与 Playwright 视觉回归通过
DELETE-VERIFIED	main-old-frontend	vue-frontend/tests/unit/parallelSaveFlow.spec.ts	L1-L135	旧页面、组件与 API 已由当前 Vue 路由、组件 owner 和生成静态前端替代	Git main 路径逐项核对；当前页面组件图、完整前端测试与 Playwright 视觉回归通过
DELETE-VERIFIED	main-old-frontend	vue-frontend/tests/unit/persistenceService.spec.ts	L1-L361	旧页面、组件与 API 已由当前 Vue 路由、组件 owner 和生成静态前端替代	Git main 路径逐项核对；当前页面组件图、完整前端测试与 Playwright 视觉回归通过
DELETE-VERIFIED	main-old-frontend	vue-frontend/tests/unit/pipeline.api.spec.ts	L1-L48	旧页面、组件与 API 已由当前 Vue 路由、组件 owner 和生成静态前端替代	Git main 路径逐项核对；当前页面组件图、完整前端测试与 Playwright 视觉回归通过
DELETE-VERIFIED	main-old-frontend	vue-frontend/tests/unit/pipeline.validation.spec.ts	L1-L123	旧页面、组件与 API 已由当前 Vue 路由、组件 owner 和生成静态前端替代	Git main 路径逐项核对；当前页面组件图、完整前端测试与 Playwright 视觉回归通过
DELETE-VERIFIED	main-old-frontend	vue-frontend/tests/unit/pipelineRegistry.spec.ts	L1-L124	旧页面、组件与 API 已由当前 Vue 路由、组件 owner 和生成静态前端替代	Git main 路径逐项核对；当前页面组件图、完整前端测试与 Playwright 视觉回归通过
DELETE-VERIFIED	main-old-frontend	vue-frontend/tests/unit/renderPool.spec.ts	L1-L220	旧页面、组件与 API 已由当前 Vue 路由、组件 owner 和生成静态前端替代	Git main 路径逐项核对；当前页面组件图、完整前端测试与 Playwright 视觉回归通过
DELETE-VERIFIED	main-old-frontend	vue-frontend/tests/unit/renderStep.spec.ts	L1-L586	旧页面、组件与 API 已由当前 Vue 路由、组件 owner 和生成静态前端替代	Git main 路径逐项核对；当前页面组件图、完整前端测试与 Playwright 视觉回归通过
DELETE-VERIFIED	main-old-frontend	vue-frontend/tests/unit/saveStep.bookshelfPersistence.spec.ts	L1-L128	旧页面、组件与 API 已由当前 Vue 路由、组件 owner 和生成静态前端替代	Git main 路径逐项核对；当前页面组件图、完整前端测试与 Playwright 视觉回归通过
DELETE-VERIFIED	main-old-frontend	vue-frontend/tests/unit/sequentialPipeline.status.spec.ts	L1-L94	旧页面、组件与 API 已由当前 Vue 路由、组件 owner 和生成静态前端替代	Git main 路径逐项核对；当前页面组件图、完整前端测试与 Playwright 视觉回归通过
DELETE-VERIFIED	main-old-frontend	vue-frontend/tests/unit/sequentialPipeline.validation.spec.ts	L1-L112	旧页面、组件与 API 已由当前 Vue 路由、组件 owner 和生成静态前端替代	Git main 路径逐项核对；当前页面组件图、完整前端测试与 Playwright 视觉回归通过
DELETE-VERIFIED	main-old-frontend	vue-frontend/tests/unit/sessionStore.saveChapterSession.spec.ts	L1-L41	旧页面、组件与 API 已由当前 Vue 路由、组件 owner 和生成静态前端替代	Git main 路径逐项核对；当前页面组件图、完整前端测试与 Playwright 视觉回归通过
DELETE-VERIFIED	main-old-frontend	vue-frontend/tests/unit/settingsStoreDeprecatedConfig.spec.ts	L1-L154	旧页面、组件与 API 已由当前 Vue 路由、组件 owner 和生成静态前端替代	Git main 路径逐项核对；当前页面组件图、完整前端测试与 Playwright 视觉回归通过
DELETE-VERIFIED	main-old-frontend	vue-frontend/tests/unit/settingsStoreLegacyDetector.spec.ts	L1-L65	旧页面、组件与 API 已由当前 Vue 路由、组件 owner 和生成静态前端替代	Git main 路径逐项核对；当前页面组件图、完整前端测试与 Playwright 视觉回归通过
DELETE-VERIFIED	main-old-frontend	vue-frontend/tests/unit/taskProjector.spec.ts	L1-L97	旧页面、组件与 API 已由当前 Vue 路由、组件 owner 和生成静态前端替代	Git main 路径逐项核对；当前页面组件图、完整前端测试与 Playwright 视觉回归通过
DELETE-VERIFIED	main-old-frontend	vue-frontend/tests/unit/textDetectors.spec.ts	L1-L9	旧页面、组件与 API 已由当前 Vue 路由、组件 owner 和生成静态前端替代	Git main 路径逐项核对；当前页面组件图、完整前端测试与 Playwright 视觉回归通过
DELETE-VERIFIED	main-old-frontend	vue-frontend/tests/unit/translatePool.spec.ts	L1-L141	旧页面、组件与 API 已由当前 Vue 路由、组件 owner 和生成静态前端替代	Git main 路径逐项核对；当前页面组件图、完整前端测试与 Playwright 视觉回归通过
DELETE-VERIFIED	main-old-frontend	vue-frontend/tests/unit/translateStep.spec.ts	L1-L251	旧页面、组件与 API 已由当前 Vue 路由、组件 owner 和生成静态前端替代	Git main 路径逐项核对；当前页面组件图、完整前端测试与 Playwright 视觉回归通过
DELETE-VERIFIED	main-old-frontend	vue-frontend/tests/unit/translateWorkflowPreferences.api.spec.ts	L1-L51	旧页面、组件与 API 已由当前 Vue 路由、组件 owner 和生成静态前端替代	Git main 路径逐项核对；当前页面组件图、完整前端测试与 Playwright 视觉回归通过
DELETE-VERIFIED	main-other	.ace-tool/index.json	L1-L672	旧工具索引、配置或入口不属于当前架构，已删除且无运行时消费者	Git main 路径逐项核对；当前入口、配置、打包和残留搜索闭合
DELETE-VERIFIED	main-other	app.py	L1-L365	旧工具索引、配置或入口不属于当前架构，已删除且无运行时消费者	Git main 路径逐项核对；当前入口、配置、打包和残留搜索闭合
DELETE-VERIFIED	main-other	package-lock.json	L1-L6	旧工具索引、配置或入口不属于当前架构，已删除且无运行时消费者	Git main 路径逐项核对；当前入口、配置、打包和残留搜索闭合
DELETE-VERIFIED	main-other	tests_backend/manga_insight_regression.py	L1-L1436	旧工具索引、配置或入口不属于当前架构，已删除且无运行时消费者	Git main 路径逐项核对；当前入口、配置、打包和残留搜索闭合
DELETE-VERIFIED	main-other	tests_backend/test_bookshelf_translation_constraints.py	L1-L288	旧工具索引、配置或入口不属于当前架构，已删除且无运行时消费者	Git main 路径逐项核对；当前入口、配置、打包和残留搜索闭合
DELETE-VERIFIED	main-other	tests_backend/test_hq_translation_rpm.py	L1-L230	旧工具索引、配置或入口不属于当前架构，已删除且无运行时消费者	Git main 路径逐项核对；当前入口、配置、打包和残留搜索闭合
DELETE-VERIFIED	main-other	tests_backend/test_lama_api_contract.py	L1-L39	旧工具索引、配置或入口不属于当前架构，已删除且无运行时消费者	Git main 路径逐项核对；当前入口、配置、打包和残留搜索闭合
DELETE-VERIFIED	main-other	tests_backend/test_manga_insight_character_studio.py	L1-L1487	旧工具索引、配置或入口不属于当前架构，已删除且无运行时消费者	Git main 路径逐项核对；当前入口、配置、打包和残留搜索闭合
DELETE-VERIFIED	main-other	tests_backend/test_manga_insight_continuation.py	L1-L834	旧工具索引、配置或入口不属于当前架构，已删除且无运行时消费者	Git main 路径逐项核对；当前入口、配置、打包和残留搜索闭合
DELETE-VERIFIED	main-other	tests_backend/test_manga_insight_embedding_builder.py	L1-L226	旧工具索引、配置或入口不属于当前架构，已删除且无运行时消费者	Git main 路径逐项核对；当前入口、配置、打包和残留搜索闭合
DELETE-VERIFIED	main-other	tests_backend/test_manga_insight_rebuild_embeddings_task.py	L1-L191	旧工具索引、配置或入口不属于当前架构，已删除且无运行时消费者	Git main 路径逐项核对；当前入口、配置、打包和残留搜索闭合
DELETE-VERIFIED	main-other	tests_backend/test_manga_insight_structured_json_adoption.py	L1-L180	旧工具索引、配置或入口不属于当前架构，已删除且无运行时消费者	Git main 路径逐项核对；当前入口、配置、打包和残留搜索闭合
DELETE-VERIFIED	main-other	tests_backend/test_plugin_agent_api.py	L1-L743	旧工具索引、配置或入口不属于当前架构，已删除且无运行时消费者	Git main 路径逐项核对；当前入口、配置、打包和残留搜索闭合
DELETE-VERIFIED	main-other	tests_backend/test_plugin_package_io.py	L1-L450	旧工具索引、配置或入口不属于当前架构，已删除且无运行时消费者	Git main 路径逐项核对；当前入口、配置、打包和残留搜索闭合
DELETE-VERIFIED	main-other	tests_backend/test_plugin_runtime_paths.py	L1-L148	旧工具索引、配置或入口不属于当前架构，已删除且无运行时消费者	Git main 路径逐项核对；当前入口、配置、打包和残留搜索闭合
DELETE-VERIFIED	main-other	tests_backend/test_rendering_lama_mapping.py	L1-L34	旧工具索引、配置或入口不属于当前架构，已删除且无运行时消费者	Git main 路径逐项核对；当前入口、配置、打包和残留搜索闭合
DELETE-VERIFIED	main-other	tests_backend/test_saber_yolo_detection_integration.py	L1-L297	旧工具索引、配置或入口不属于当前架构，已删除且无运行时消费者	Git main 路径逐项核对；当前入口、配置、打包和残留搜索闭合
DELETE-VERIFIED	main-other	tests_backend/test_translate_workflow_preferences_api.py	L1-L122	旧工具索引、配置或入口不属于当前架构，已删除且无运行时消费者	Git main 路径逐项核对；当前入口、配置、打包和残留搜索闭合
DELETE-VERIFIED	main-other	tests_backend/test_translation_constraints.py	L1-L147	旧工具索引、配置或入口不属于当前架构，已删除且无运行时消费者	Git main 路径逐项核对；当前入口、配置、打包和残留搜索闭合
DELETE-VERIFIED	main-other	tests_backend/test_translation_routes_constraints.py	L1-L471	旧工具索引、配置或入口不属于当前架构，已删除且无运行时消费者	Git main 路径逐项核对；当前入口、配置、打包和残留搜索闭合
DELETE-VERIFIED	main-other	tests_backend/test_user_settings_cleanup.py	L1-L105	旧工具索引、配置或入口不属于当前架构，已删除且无运行时消费者	Git main 路径逐项核对；当前入口、配置、打包和残留搜索闭合
DELETE-VERIFIED	main-other	tests_backend/test_web_import_settings_api.py	L1-L113	旧工具索引、配置或入口不属于当前架构，已删除且无运行时消费者	Git main 路径逐项核对；当前入口、配置、打包和残留搜索闭合
DELETE-VERIFIED	main-other	plugins/pipeline_lifecycle_plugin/__init__.py	L1-L1	示例插件按当前 v3 清单直接解析 plugin.py:Plugin，不再依赖 Python 包导出	Git main 文件逐行核对；当前 plugin.json/入口闭合，包初始化文件不存在且无导入残留
DELETE-VERIFIED	main-other	plugins/style_mutation_plugin/__init__.py	L1-L2	示例插件按当前 v3 清单直接解析 plugin.py:Plugin，不再依赖 Python 包导出	Git main 文件逐行核对；当前 plugin.json/入口闭合，包初始化文件不存在且无导入残留
DELETE-VERIFIED	main-other	plugins/text_mutation_plugin/__init__.py	L1-L2	示例插件按当前 v3 清单直接解析 plugin.py:Plugin，不再依赖 Python 包导出	Git main 文件逐行核对；当前 plugin.json/入口闭合，包初始化文件不存在且无导入残留
DELETE-VERIFIED	main-old-core	src/core/manga_insight/clients/base_client.py	L1-L113	旧 Insight 客户端基类由当前 provider_runtime 与共享 ai_transport/openai_execution 直接拥有	Git main 文件逐行核对；BaseAPIClient/RPMLimiter 旧导入残留为 0，当前 Provider/Insight transport 测试通过
DELETE-VERIFIED	main-old-core	src/core/manga_insight/config/__init__.py	L1-L12	宽松 SerializableMixin 配置包已由当前精确 config_models/settings 契约取代	Git main 文件逐行核对；当前树无 config 包消费者，不保留旧数据反序列化或迁移入口
DELETE-VERIFIED	main-old-core	src/core/manga_insight/config/serialization.py	L1-L145	默认补字段的通用反序列化已由当前精确 schema 校验取代	Git main 文件逐行核对；SerializableMixin/create_default_factory 残留搜索为 0，当前旧配置直接拒绝
DELETE-VERIFIED	main-old-core	src/core/manga_insight/utils/__init__.py	L1-L21	旧 Insight 工具聚合出口已删除，当前调用直接依赖各领域唯一实现	Git main 文件逐行核对；旧 utils 包导出无消费者，现存格式化职责已在当前领域文件审查
DELETE-VERIFIED	main-old-core	src/core/manga_insight/utils/json_parser.py	L1-L91	返回默认值的宽松 LLM JSON 解析已由共享严格业务错误解析取代	Git main 文件逐行核对；parse_llm_json/safe_json_loads/extract_json_objects 旧入口残留为 0，畸形模型结果直接失败
DELETE-VERIFIED	main-old-core	src/core/web_import/prompts.py	L1-L68	网页导入默认提示词并入唯一共享工厂提示词资源	Git main 文件逐行核对；DEFAULT_EXTRACTION_PROMPT/get_system_prompt 旧入口残留为 0，不保留第二份默认值
DELETE-VERIFIED	main-old-frontend	vue-frontend/.stylelintignore	L1-L18	旧样式豁免清单已删除，所有当前 Vue/CSS 文件均进入 Stylelint 与 UI 架构门禁	Git main 文件逐行核对；当前无 stylelint ignore 配置，完整 Stylelint/UI architecture 已通过
DELETE-VERIFIED	main-old-frontend	vue-frontend/src/composables/useEditMode.ts	L1-L74	前端编辑模式镜像已由 TranslateView 与后端页面文档/操作事实边界取代	Git main 文件逐行核对；useEditMode/ViewMode/LayoutMode 残留引用为 0，当前编辑流程测试与视觉回归通过
DELETE-VERIFIED	main-old-frontend	vue-frontend/src/defaults/textStyleFactoryDefaults.ts	L1-L11	重复前端工厂默认入口已由唯一共享 prompt/text-style 工厂资源直接提供	Git main 文件逐行核对；getFactoryTextStyleDefaults 残留为 0，当前默认值前后端相等契约测试通过
