status	group	path	lines	main_relation	result	evidence
PASS	frontend-components	vue-frontend/src/components/insight/timeline/TimelineGroupCard.vue	L1-L32	NEW	当前文件逐行审查及调用链对照完成	逐行审查组件职责、公开契约、响应式与可访问性；Playwright 全状态及前端 1969 tests
PASS	frontend-components	vue-frontend/src/components/insight/timeline/TimelineHeader.vue	L1-L56	NEW	当前文件逐行审查及调用链对照完成	逐行审查组件职责、公开契约、响应式与可访问性；Playwright 全状态及前端 1969 tests
PASS	frontend-components	vue-frontend/src/components/insight/timeline/TimelineStats.vue	L1-L74	NEW	当前文件逐行审查及调用链对照完成	逐行审查组件职责、公开契约、响应式与可访问性；Playwright 全状态及前端 1969 tests
PASS	frontend-components	vue-frontend/src/components/insight/timeline/TimelineSummaryCard.vue	L1-L46	NEW	当前文件逐行审查及调用链对照完成	逐行审查组件职责、公开契约、响应式与可访问性；Playwright 全状态及前端 1969 tests
PASS	frontend-components	vue-frontend/src/components/insight/timeline/TimelineTrack.vue	L1-L136	NEW	当前文件逐行审查及调用链对照完成	逐行审查组件职责、公开契约、响应式与可访问性；Playwright 全状态及前端 1969 tests
FIXED	frontend-components	vue-frontend/src/components/insight/timeline/useTimelinePanel.ts	L1-L243	NEW	AUDIT-051/AUDIT-053	逐行阅读；缩略图随当前 timeline 响应持有，分页使用权威 cursor 和稳定 ID 去重，generation 改变时原子替换 · 时间线 12 tests、API 21 tests、typecheck、ESLint 通过
FIXED	frontend-components	vue-frontend/src/components/insight/useQANoteModal.ts	L1-L114	NEW	AUDIT-059	逐行阅读、无 main 对应关系及 QAPanel/笔记 API 调用核对；保存使用完整问题标题、清理空白输入并阻止重复提交
PASS	frontend-components	vue-frontend/src/components/product/ProductActionRow.vue	L1-L119	NEW	当前文件逐行审查及调用链对照完成	逐行审查组件职责、公开契约、响应式与可访问性；Playwright 全状态及前端 1969 tests
PASS	frontend-components	vue-frontend/src/components/product/ProductAvatar.vue	L1-L101	NEW	当前文件逐行审查及调用链对照完成	逐行审查组件职责、公开契约、响应式与可访问性；Playwright 全状态及前端 1969 tests
PASS	frontend-components	vue-frontend/src/components/product/ProductBookSelector.vue	L1-L73	NEW	当前文件逐行审查及调用链对照完成	逐行审查组件职责、公开契约、响应式与可访问性；Playwright 全状态及前端 1969 tests
PASS	frontend-components	vue-frontend/src/components/product/ProductBreadcrumbTrail.vue	L1-L102	NEW	当前文件逐行审查及调用链对照完成	逐行审查组件职责、公开契约、响应式与可访问性；Playwright 全状态及前端 1969 tests
PASS	frontend-components	vue-frontend/src/components/product/ProductCardGrid.vue	L1-L38	NEW	当前文件逐行审查及调用链对照完成	逐行审查组件职责、公开契约、响应式与可访问性；Playwright 全状态及前端 1969 tests
PASS	frontend-components	vue-frontend/src/components/product/ProductChipList.vue	L1-L201	NEW	当前文件逐行审查及调用链对照完成	逐行审查组件职责、公开契约、响应式与可访问性；Playwright 全状态及前端 1969 tests
PASS	frontend-components	vue-frontend/src/components/product/ProductChoiceCardGrid.vue	L1-L194	NEW	当前文件逐行审查及调用链对照完成	逐行审查组件职责、公开契约、响应式与可访问性；Playwright 全状态及前端 1969 tests
PASS	frontend-components	vue-frontend/src/components/product/ProductCollapsibleSection.vue	L1-L147	NEW	当前文件逐行审查及调用链对照完成	逐行审查组件职责、公开契约、响应式与可访问性；Playwright 全状态及前端 1969 tests
PASS	frontend-components	vue-frontend/src/components/product/ProductComposer.vue	L1-L110	NEW	当前文件逐行审查及调用链对照完成	逐行审查组件职责、公开契约、响应式与可访问性；Playwright 全状态及前端 1969 tests
PASS	frontend-components	vue-frontend/src/components/product/ProductConfirmProvider.vue	L1-L23	NEW	当前文件逐行审查及调用链对照完成	逐行审查组件职责、公开契约、响应式与可访问性；Playwright 全状态及前端 1969 tests
PASS	frontend-components	vue-frontend/src/components/product/ProductDetailPanel.vue	L1-L25	NEW	当前文件逐行审查及调用链对照完成	逐行审查组件职责、公开契约、响应式与可访问性；Playwright 全状态及前端 1969 tests
PASS	frontend-components	vue-frontend/src/components/product/ProductDetailSection.vue	L1-L84	NEW	当前文件逐行审查及调用链对照完成	逐行审查组件职责、公开契约、响应式与可访问性；Playwright 全状态及前端 1969 tests
PASS	frontend-components	vue-frontend/src/components/product/ProductEmptyState.vue	L1-L164	NEW	当前文件逐行审查及调用链对照完成	逐行审查组件职责、公开契约、响应式与可访问性；Playwright 全状态及前端 1969 tests
PASS	frontend-components	vue-frontend/src/components/product/ProductFileDropzone.vue	L1-L138	NEW	当前文件逐行审查及调用链对照完成	逐行审查组件职责、公开契约、响应式与可访问性；Playwright 全状态及前端 1969 tests
PASS	frontend-components	vue-frontend/src/components/product/ProductFolderCard.vue	L1-L83	NEW	当前文件逐行审查及调用链对照完成	逐行审查组件职责、公开契约、响应式与可访问性；Playwright 全状态及前端 1969 tests
PASS	frontend-components	vue-frontend/src/components/product/ProductFormSection.vue	L1-L54	NEW	当前文件逐行审查及调用链对照完成	逐行审查组件职责、公开契约、响应式与可访问性；Playwright 全状态及前端 1969 tests
PASS	frontend-components	vue-frontend/src/components/product/ProductHeaderAction.vue	L1-L260	NEW	当前文件逐行审查及调用链对照完成	逐行审查组件职责、公开契约、响应式与可访问性；Playwright 全状态及前端 1969 tests
PASS	frontend-components	vue-frontend/src/components/product/ProductHeaderMetaPill.vue	L1-L56	NEW	当前文件逐行审查及调用链对照完成	逐行审查组件职责、公开契约、响应式与可访问性；Playwright 全状态及前端 1969 tests
PASS	frontend-components	vue-frontend/src/components/product/ProductLogPanel.vue	L1-L153	NEW	日志 disclosure、滚动 owner 与语义职责单一	逐行核对 aria-expanded/controls、role=log、空态、长文本换行和 tone token；生产调用与 productFeedback 测试覆盖
PASS	frontend-components	vue-frontend/src/components/product/ProductMessageBubble.vue	L1-L234	NEW	消息外观只组合头像、正文、元信息与动作，不持有会话事实	逐行核对 assistant/user/reading 两种布局、长文本、移动端单列、ARIA 头像和 Studio token 覆写；productFeedback 测试覆盖
PASS	frontend-components	vue-frontend/src/components/product/ProductPageHeader.vue	L1-L366	NEW	当前文件逐行审查及调用链对照完成	逐行审查组件职责、公开契约、响应式与可访问性；Playwright 全状态及前端 1969 tests
PASS	frontend-components	vue-frontend/src/components/product/ProductRecordCard.vue	L1-L166	NEW	当前文件逐行审查及调用链对照完成	逐行审查组件职责、公开契约、响应式与可访问性；Playwright 全状态及前端 1969 tests
PASS	frontend-components	vue-frontend/src/components/product/ProductScrollStack.vue	L1-L84	NEW	当前文件逐行审查及调用链对照完成	逐行审查组件职责、公开契约、响应式与可访问性；Playwright 全状态及前端 1969 tests
PASS	frontend-components	vue-frontend/src/components/product/ProductSearchField.vue	L1-L132	NEW	当前文件逐行审查及调用链对照完成	逐行审查组件职责、公开契约、响应式与可访问性；Playwright 全状态及前端 1969 tests
PASS	frontend-components	vue-frontend/src/components/product/ProductSearchToolbar.vue	L1-L53	NEW	当前文件逐行审查及调用链对照完成	逐行审查组件职责、公开契约、响应式与可访问性；Playwright 全状态及前端 1969 tests
PASS	frontend-components	vue-frontend/src/components/product/ProductSectionHeader.vue	L1-L117	NEW	当前文件逐行审查及调用链对照完成	逐行审查组件职责、公开契约、响应式与可访问性；Playwright 全状态及前端 1969 tests
PASS	frontend-components	vue-frontend/src/components/product/ProductSegmentedTabs.vue	L1-L212	NEW	当前文件逐行审查及调用链对照完成	逐行审查组件职责、公开契约、响应式与可访问性；Playwright 全状态及前端 1969 tests
PASS	frontend-components	vue-frontend/src/components/product/ProductSelectableImageGrid.vue	L1-L132	NEW	当前文件逐行审查及调用链对照完成	逐行审查组件职责、公开契约、响应式与可访问性；Playwright 全状态及前端 1969 tests
PASS	frontend-components	vue-frontend/src/components/product/ProductSplitWorkspace.vue	L1-L202	NEW	当前文件逐行审查及调用链对照完成	逐行审查组件职责、公开契约、响应式与可访问性；Playwright 全状态及前端 1969 tests
PASS	frontend-components	vue-frontend/src/components/product/ProductStatusBanner.vue	L1-L151	NEW	状态提示的 tone、图标、语义和 actions 组合边界明确	逐行核对 danger 默认 alert、调用方可选 live region、五种 token 化 tone、窄内容收缩与 actions 换行
FIXED	frontend-components	vue-frontend/src/components/product/ProductTabbedWorkspace.vue	L1-L217	NEW	AUDIT-060/AUDIT-113	标签页 ARIA、键盘焦点与禁用项跳过已验证；活动标签在选择和响应式变窄时保持完整可见
FIXED	frontend-components	vue-frontend/src/components/product/ProductTextInputProvider.vue	L1-L75	NEW	AUDIT-012	全文阅读；增加输入目的型 autofocus，FIFO/提交/取消 3 tests 通过
PASS	frontend-components	vue-frontend/src/components/product/ProductThemeToggle.vue	L1-L57	NEW	主题切换仅投影全局设置 owner，无第二主题状态	逐行核对 light/dark/system 的 label/icon/循环和 HeaderAction 可访问名称；settingsTheme 与产品组件测试覆盖
FIXED	frontend-components	vue-frontend/src/components/product/ProductThreePaneWorkspace.vue	L1-L133	NEW	AUDIT-060	右栏显式可见性防止未选书时预留空白宽度；三栏及抽屉断点已验证
FIXED	frontend-components	vue-frontend/src/components/product/ProductThumbnailGrid.vue	L1-L296	NEW	AUDIT-100	显式数字徽标 0 正常渲染
PASS	frontend-components	vue-frontend/src/components/product/ProductWizardSteps.vue	L1-L164	NEW	向导步骤只呈现父级提供的 active/disabled 状态并发出选择	逐行核对 aria-current、禁用拦截、完成态、fit-content 和移动端纵排；productWorkspace 测试覆盖
PASS	frontend-components	vue-frontend/src/components/product/ProductWorkspacePanel.vue	L1-L102	NEW	单一工作区滚动 owner 与 header/body/footer 插槽边界清晰	逐行核对 min-height:0、overflow、stable gutter、四种纯视觉 variant 和 flush；productWorkspace 测试覆盖
PASS	frontend-components	vue-frontend/src/components/product/productClassTypes.ts	L1-L1	NEW	当前文件逐行审查及调用链对照完成	逐行审查组件职责、公开契约、响应式与可访问性；Playwright 全状态及前端 1969 tests
FIXED	frontend-components	vue-frontend/src/components/reader/ReaderCanvas.vue	L1-L151	MODIFIED	AUDIT-066	窗口化页面列表、原图/译图/未翻译投影及空态已逐行核对；宽度、间距与背景现直接消费当前设置，删除 URL/ID 伪回退 · 10 tests、实机滑块/背景即时生效验证通过
FIXED	frontend-components	vue-frontend/src/components/reader/ReaderControls.vue	L1-L445	MODIFIED	AUDIT-066	逐行核对章节导航、键盘、回顶、弹层生命周期和设置持久化；设置变更现通过 typed event 即时发布给画布，不再写入无消费者的全局 CSS 变量 · 13 tests、桌面/移动弹层实机验收通过
PASS	frontend-components	vue-frontend/src/components/reader/readerSettings.ts	L1-L84	NEW	当前 schema 严格校验并拒绝无效旧载荷，无迁移/兼容读取	全文阅读；5 property tests 共 500 轮持久化不变量通过
PASS	frontend-components	vue-frontend/src/components/settings/AiProviderCredentialFields.vue	L1-L103	NEW	当前文件逐行审查及调用链对照完成	逐行审查组件职责、公开契约、响应式与可访问性；Playwright 全状态及前端 1969 tests
PASS	frontend-components	vue-frontend/src/components/settings/AiProviderSelectField.vue	L1-L46	NEW	当前文件逐行审查及调用链对照完成	逐行审查组件职责、公开契约、响应式与可访问性；Playwright 全状态及前端 1969 tests
FIXED	frontend-components	vue-frontend/src/components/settings/DetectionSettings.vue	L1-L209	MODIFIED	AUDIT-117	唯一 Store 草稿受控字段；整体替换回归、设置组合测试及静态检查通过
FIXED	frontend-components	vue-frontend/src/components/settings/HqTranslationSettings.vue	L1-L333	MODIFIED	AUDIT-117	删除 11 个本地镜像监听；Provider、模型、连接和提示词均直接消费当前 Store 草稿
FIXED	frontend-components	vue-frontend/src/components/settings/MoreSettings.vue	L1-L276	MODIFIED	AUDIT-117/AUDIT-118	布尔设置无本地镜像；字体上传直接消费完整成功响应，不追加权威 GET
FIXED	frontend-components	vue-frontend/src/components/settings/OcrSettings.vue	L1-L628	MODIFIED	AUDIT-117	删除百度与 AI 视觉两套镜像及 14 个监听；只保留专用提示词语言 UI 状态
FIXED	frontend-components	vue-frontend/src/components/settings/ParallelSettings.vue	L1-L111	MODIFIED	AUDIT-117	直接读取唯一 Store 草稿并经所属 updateParallel action 更新，5 tests 通过
PASS	frontend-components	vue-frontend/src/components/settings/PluginAgentModal.vue	L1-L893	MODIFIED	当前文件逐行审查及调用链对照完成	逐行审查组件职责、公开契约、响应式与可访问性；Playwright 全状态及前端 1969 tests
FIXED	frontend-components	vue-frontend/src/components/settings/PluginManager.vue	L1-L684	MODIFIED	AUDIT-076/AUDIT-092	单请求/竞态/提交锁已核对；删除旧配置 schema 归一化并直接消费生成的当前类型，20 tests 通过
PASS	frontend-components	vue-frontend/src/components/settings/PromptLibrary.vue	L1-L449	MODIFIED	当前文件逐行审查及调用链对照完成	逐行审查组件职责、公开契约、响应式与可访问性；Playwright 全状态及前端 1969 tests
FIXED	frontend-components	vue-frontend/src/components/settings/ProofreadingSettings.vue	L1-L538	MODIFIED	AUDIT-120	轮次字段统一经 Store action 更新；卸载统一失效模型请求，37 个相关测试通过
PASS	frontend-components	vue-frontend/src/components/settings/SavedPromptsPicker.vue	L1-L126	MODIFIED	当前文件逐行审查及调用链对照完成	逐行审查组件职责、公开契约、响应式与可访问性；Playwright 全状态及前端 1969 tests
FIXED	frontend-components	vue-frontend/src/components/settings/SettingsModal.vue	L1-L366	MODIFIED	AUDIT-119	首次打开由自身立即装载；取消统一回滚；保存期间所有关闭路径锁定并在成功后明确关闭
FIXED	frontend-components	vue-frontend/src/components/settings/TextStyleDefaultsSettings.vue	L1-L380	MODIFIED	AUDIT-117/AUDIT-118/AUDIT-134	直接编辑父弹窗事务草稿；字体目录保持资源状态且上传响应直接 upsert；重置直接使用唯一工厂默认值入口
FIXED	frontend-components	vue-frontend/src/components/settings/TranslationSettings.vue	L1-L604	MODIFIED	AUDIT-117	删除整套本地镜像和 11 个监听；四分支提示词、Provider 与模型请求读取当前 Store 草稿
PASS	frontend-components	vue-frontend/src/components/settings/ocrSettingsOptions.ts	L1-L108	NEW	当前文件逐行审查及调用链对照完成	逐行审查组件职责、公开契约、响应式与可访问性；Playwright 全状态及前端 1969 tests
PASS	frontend-components	vue-frontend/src/components/settings/pluginAgentTimeline.ts	L1-L274	NEW	持久事件到纯展示卡片的单向折叠，无会话事实副本	逐行核对 assistant stream 合并、tool call/result 配对、validation/terminal/state 映射与稳定事件 key；Plugin Agent 组合测试通过
PASS	frontend-components	vue-frontend/src/components/settings/shared/TranslationConstraintTable.vue	L1-L383	MODIFIED	当前文件逐行审查及调用链对照完成	逐行审查组件职责、公开契约、响应式与可访问性；Playwright 全状态及前端 1969 tests
PASS	frontend-components	vue-frontend/src/components/settings/translationSettingsLabels.ts	L1-L51	NEW	当前文件逐行审查及调用链对照完成	逐行审查组件职责、公开契约、响应式与可访问性；Playwright 全状态及前端 1969 tests
PASS	frontend-components	vue-frontend/src/components/settings/usePluginAgentDisplayAnimation.ts	L1-L126	NEW	当前文件逐行审查及调用链对照完成	逐行审查组件职责、公开契约、响应式与可访问性；Playwright 全状态及前端 1969 tests
PASS	frontend-components	vue-frontend/src/components/settings/usePluginAgentModal.ts	L1-L869	NEW	当前文件逐行审查及调用链对照完成	逐行审查组件职责、公开契约、响应式与可访问性；Playwright 全状态及前端 1969 tests
FIXED	frontend-components	vue-frontend/src/components/task-center/TaskBatchAnalysisModal.vue	L1-L258	NEW	AUDIT-004/AUDIT-104	乱序请求、首屏加载与失败反馈边界闭环
FIXED	frontend-components	vue-frontend/src/components/task-center/TaskCenterDrawer.vue	L1-L1201	NEW	AUDIT-001/AUDIT-003/AUDIT-010/AUDIT-061/AUDIT-065	逐行阅读、SSE 生产者全集和后端控制契约已核对；并行池显示完整计数，Insight 详情使用与卡片相同的页进度口径 · 7 个控制测试、真实队列/历史任务卡、详情展开、取消及桌面视觉验收通过
PASS	frontend-components	vue-frontend/src/components/task-center/TaskCenterLauncher.vue	L1-L96	NEW	全局唯一入口，计数/中断状态及窄屏折叠契约明确	全文阅读、页眉预留测试及桌面/390px 浏览器实测通过
FIXED	frontend-components	vue-frontend/src/components/task-center/TaskStatusBadge.vue	L1-L92	NEW	AUDIT-104	快照加载后仍保留持久 interrupted/failed 摘要
FIXED	frontend-components	vue-frontend/src/components/translate/BookGlossaryModal.vue	L1-L253	MODIFIED	AUDIT-111	删除双轨可见状态和重复关闭回传，保存期间不允许关闭或改写草稿
FIXED	frontend-components	vue-frontend/src/components/translate/BookNonTranslateModal.vue	L1-L168	MODIFIED	AUDIT-111	删除双轨可见状态和重复关闭回传，保存期间不允许关闭或改写草稿
FIXED	frontend-components	vue-frontend/src/components/translate/DetectedTextPanel.vue	L1-L119	NEW	AUDIT-109	删除 60 字符手工断行，保留原始文本并由 CSS 自然折行
PASS	frontend-components	vue-frontend/src/components/translate/FirstTimeGuide.vue	L1-L155	NEW	首次提示只持有当前弹窗 UI 状态，设置事实仍由设置 owner 管理	逐行核对 mounted 判定、关闭/立即配置 dismissal、BaseModal/ActionRow/Checkbox 组合和 token 样式；commonComponents/property 测试覆盖
FIXED	frontend-components	vue-frontend/src/components/translate/ImageResultDisplay.vue	L1-L205	MODIFIED	AUDIT-109	结果图、消字图、原图、文本与导入导出状态逐项核对；接入真实缩放和导入互斥
FIXED	frontend-components	vue-frontend/src/components/translate/ImageUpload.vue	L1-L394	MODIFIED	AUDIT-110	单一在途批次冻结章节身份，跨章节旧结果/重试不再污染当前页面
FIXED	frontend-components	vue-frontend/src/components/translate/PageSelectionModal.vue	L1-L397	MODIFIED	AUDIT-110/AUDIT-111	选择集合改为 O(1) 查询并删除一次关闭的重复父级回传
FIXED	frontend-components	vue-frontend/src/components/translate/QuickWorkspacePromoteModal.vue	L1-L222	NEW	AUDIT-111	首次打开即加载书架，呈现加载失败、尊重 IME，并区分保存中取消与成功关闭
PASS	tests	vue-frontend/src/components/translate/SettingsSidebar.test.ts	L1-L201	MODIFIED	当前文件逐行审查及调用链对照完成	逐行确认只测试当前契约且无兼容自证；后端 858 tests、前端 1969 tests、Playwright 34 tests
PASS	frontend-components	vue-frontend/src/components/translate/SettingsSidebar.vue	L1-L255	MODIFIED	当前文件逐行审查及调用链对照完成	逐行审查组件职责、公开契约、响应式与可访问性；Playwright 全状态及前端 1969 tests
PASS	frontend-components	vue-frontend/src/components/translate/ThumbnailSidebar.vue	L1-L307	MODIFIED	当前文件逐行审查及调用链对照完成	逐行审查组件职责、公开契约、响应式与可访问性；Playwright 全状态及前端 1969 tests
PASS	frontend-components	vue-frontend/src/components/translate/TranslationProgress.vue	L1-L209	MODIFIED	当前文件逐行审查及调用链对照完成	逐行审查组件职责、公开契约、响应式与可访问性；Playwright 全状态及前端 1969 tests
PASS	frontend-components	vue-frontend/src/components/translate/WebImportDisclaimer.vue	L1-L370	MODIFIED	当前文件逐行审查及调用链对照完成	逐行审查组件职责、公开契约、响应式与可访问性；Playwright 全状态及前端 1969 tests
PASS	frontend-components	vue-frontend/src/components/translate/WebImportModal.vue	L1-L190	MODIFIED	当前文件逐行审查及调用链对照完成	逐行审查组件职责、公开契约、响应式与可访问性；Playwright 全状态及前端 1969 tests
PASS	frontend-components	vue-frontend/src/components/translate/WebImportPreprocessSettings.vue	L1-L152	NEW	当前文件逐行审查及调用链对照完成	逐行审查组件职责、公开契约、响应式与可访问性；Playwright 全状态及前端 1969 tests
PASS	frontend-components	vue-frontend/src/components/translate/firstTimeGuideState.ts	L1-L29	NEW	唯一 UI dismissal marker，受限存储时安全退化而不伪造业务设置	逐行核对显式 Storage 注入、读取失败显示、写入失败不阻断关闭；firstTimeGuide.property.ts 覆盖
PASS	frontend-components	vue-frontend/src/components/translate/result/ExportActions.vue	L1-L173	NEW	当前文件逐行审查及调用链对照完成	逐行审查组件职责、公开契约、响应式与可访问性；Playwright 全状态及前端 1969 tests
PASS	frontend-components	vue-frontend/src/components/translate/result/ResultImageCanvas.vue	L1-L164	NEW	当前文件逐行审查及调用链对照完成	逐行审查组件职责、公开契约、响应式与可访问性；Playwright 全状态及前端 1969 tests
PASS	frontend-components	vue-frontend/src/components/translate/result/ResultToolbar.vue	L1-L129	NEW	当前文件逐行审查及调用链对照完成	逐行审查组件职责、公开契约、响应式与可访问性；Playwright 全状态及前端 1969 tests
PASS	frontend-components	vue-frontend/src/components/translate/settings-sidebar/ApplyOptionsSection.vue	L1-L199	NEW	当前文件逐行审查及调用链对照完成	逐行审查组件职责、公开契约、响应式与可访问性；Playwright 全状态及前端 1969 tests
PASS	frontend-components	vue-frontend/src/components/translate/settings-sidebar/BookConstraintSection.vue	L1-L109	NEW	当前文件逐行审查及调用链对照完成	逐行审查组件职责、公开契约、响应式与可访问性；Playwright 全状态及前端 1969 tests
PASS	frontend-components	vue-frontend/src/components/translate/settings-sidebar/NavigationButtons.vue	L1-L66	NEW	当前文件逐行审查及调用链对照完成	逐行审查组件职责、公开契约、响应式与可访问性；Playwright 全状态及前端 1969 tests
PASS	frontend-components	vue-frontend/src/components/translate/settings-sidebar/PageSelectionSection.vue	L1-L192	NEW	当前文件逐行审查及调用链对照完成	逐行审查组件职责、公开契约、响应式与可访问性；Playwright 全状态及前端 1969 tests
PASS	frontend-components	vue-frontend/src/components/translate/settings-sidebar/TextStyleSection.vue	L1-L529	NEW	当前文件逐行审查及调用链对照完成	逐行审查组件职责、公开契约、响应式与可访问性；Playwright 全状态及前端 1969 tests
PASS	frontend-components	vue-frontend/src/components/translate/settings-sidebar/WorkflowSection.vue	L1-L166	NEW	当前文件逐行审查及调用链对照完成	逐行审查组件职责、公开契约、响应式与可访问性；Playwright 全状态及前端 1969 tests
FIXED	frontend-components	vue-frontend/src/components/translate/useSettingsSidebar.ts	L1-L560	NEW	AUDIT-111/AUDIT-126	冲突工作流统一服从所有翻译任务在途态，字体上传直接消费结果并修复外部点击边界
PASS	frontend-components	vue-frontend/src/components/translate/useWebImportModal.ts	L1-L979	NEW	当前文件逐行审查及调用链对照完成	逐行审查组件职责、公开契约、响应式与可访问性；Playwright 全状态及前端 1969 tests
PASS	frontend-components	vue-frontend/src/components/translate/web-import/WebImportAdvancedSettingsPanel.vue	L1-L61	NEW	当前文件逐行审查及调用链对照完成	逐行审查组件职责、公开契约、响应式与可访问性；Playwright 全状态及前端 1969 tests
PASS	frontend-components	vue-frontend/src/components/translate/web-import/WebImportBasicSettingsPanel.vue	L1-L290	NEW	当前文件逐行审查及调用链对照完成	逐行审查组件职责、公开契约、响应式与可访问性；Playwright 全状态及前端 1969 tests
PASS	frontend-components	vue-frontend/src/components/translate/web-import/WebImportExtractBar.vue	L1-L231	NEW	当前文件逐行审查及调用链对照完成	逐行审查组件职责、公开契约、响应式与可访问性；Playwright 全状态及前端 1969 tests
FIXED	frontend-components	vue-frontend/src/components/translate/web-import/WebImportFooterActions.vue	L1-L46	NEW	AUDIT-105	下载 spinner 改为装饰性，避免重复读屏播报
FIXED	frontend-components	vue-frontend/src/components/translate/web-import/WebImportLogsPanel.vue	L1-L46	NEW	AUDIT-105	按日志类别映射独立语义 tone
PASS	frontend-components	vue-frontend/src/components/translate/web-import/WebImportResultsGrid.vue	L1-L161	NEW	当前文件逐行审查及调用链对照完成	逐行审查组件职责、公开契约、响应式与可访问性；Playwright 全状态及前端 1969 tests
PASS	frontend-components	vue-frontend/src/components/translate/web-import/WebImportSettingsPanel.vue	L1-L219	NEW	当前文件逐行审查及调用链对照完成	逐行审查组件职责、公开契约、响应式与可访问性；Playwright 全状态及前端 1969 tests
PASS	frontend-components	vue-frontend/src/components/translate/web-import/webImportSettingsActions.ts	L1-L35	NEW	当前文件逐行审查及调用链对照完成	逐行审查组件职责、公开契约、响应式与可访问性；Playwright 全状态及前端 1969 tests
PASS	frontend-components	vue-frontend/src/components/translate/workflowModeConfig.ts	L1-L85	NEW	当前文件逐行审查及调用链对照完成	逐行审查组件职责、公开契约、响应式与可访问性；Playwright 全状态及前端 1969 tests
PASS	frontend-components	vue-frontend/src/components/ui/AppShell.vue	L1-L101	NEW	当前文件逐行审查及调用链对照完成	逐行审查组件职责、公开契约、响应式与可访问性；Playwright 全状态及前端 1969 tests
PASS	frontend-components	vue-frontend/src/components/ui/OverlayLayer.vue	L1-L53	NEW	当前文件逐行审查及调用链对照完成	逐行审查组件职责、公开契约、响应式与可访问性；Playwright 全状态及前端 1969 tests
PASS	frontend-components	vue-frontend/src/components/ui/SidebarLayout.vue	L1-L232	NEW	当前文件逐行审查及调用链对照完成	逐行审查组件职责、公开契约、响应式与可访问性；Playwright 全状态及前端 1969 tests
PASS	frontend-components	vue-frontend/src/components/ui/UiButton.vue	L1-L292	NEW	当前文件逐行审查及调用链对照完成	逐行审查组件职责、公开契约、响应式与可访问性；Playwright 全状态及前端 1969 tests
PASS	frontend-components	vue-frontend/src/components/ui/UiCheckbox.vue	L1-L97	NEW	当前文件逐行审查及调用链对照完成	逐行审查组件职责、公开契约、响应式与可访问性；Playwright 全状态及前端 1969 tests
PASS	frontend-components	vue-frontend/src/components/ui/UiColorInput.vue	L1-L81	NEW	当前文件逐行审查及调用链对照完成	逐行审查组件职责、公开契约、响应式与可访问性；Playwright 全状态及前端 1969 tests
PASS	frontend-components	vue-frontend/src/components/ui/UiColorSwatchGroup.vue	L1-L77	NEW	当前文件逐行审查及调用链对照完成	逐行审查组件职责、公开契约、响应式与可访问性；Playwright 全状态及前端 1969 tests
FIXED	frontend-components	vue-frontend/src/components/ui/UiCombobox.vue	L1-L520	NEW	AUDIT-101	补齐禁用项和完整 trigger 键盘模型，删除未使用变体
PASS	frontend-components	vue-frontend/src/components/ui/UiField.vue	L1-L252	NEW	当前文件逐行审查及调用链对照完成	逐行审查组件职责、公开契约、响应式与可访问性；Playwright 全状态及前端 1969 tests
PASS	frontend-components	vue-frontend/src/components/ui/UiFileInput.vue	L1-L63	NEW	当前文件逐行审查及调用链对照完成	逐行审查组件职责、公开契约、响应式与可访问性；Playwright 全状态及前端 1969 tests
PASS	frontend-components	vue-frontend/src/components/ui/UiFormGrid.vue	L1-L18	NEW	当前文件逐行审查及调用链对照完成	逐行审查组件职责、公开契约、响应式与可访问性；Playwright 全状态及前端 1969 tests
PASS	frontend-components	vue-frontend/src/components/ui/UiIcon.vue	L1-L53	NEW	当前文件逐行审查及调用链对照完成	逐行审查组件职责、公开契约、响应式与可访问性；Playwright 全状态及前端 1969 tests
PASS	frontend-components	vue-frontend/src/components/ui/UiIconButton.vue	L1-L150	NEW	当前文件逐行审查及调用链对照完成	逐行审查组件职责、公开契约、响应式与可访问性；Playwright 全状态及前端 1969 tests
PASS	frontend-components	vue-frontend/src/components/ui/UiInput.vue	L1-L194	NEW	当前文件逐行审查及调用链对照完成	逐行审查组件职责、公开契约、响应式与可访问性；Playwright 全状态及前端 1969 tests
PASS	frontend-components	vue-frontend/src/components/ui/UiModelPicker.vue	L1-L191	NEW	当前文件逐行审查及调用链对照完成	逐行审查组件职责、公开契约、响应式与可访问性；Playwright 全状态及前端 1969 tests
PASS	frontend-components	vue-frontend/src/components/ui/UiNumberField.vue	L1-L202	NEW	当前文件逐行审查及调用链对照完成	逐行审查组件职责、公开契约、响应式与可访问性；Playwright 全状态及前端 1969 tests
PASS	frontend-components	vue-frontend/src/components/ui/UiPasswordField.vue	L1-L91	NEW	当前文件逐行审查及调用链对照完成	逐行审查组件职责、公开契约、响应式与可访问性；Playwright 全状态及前端 1969 tests
PASS	frontend-components	vue-frontend/src/components/ui/UiProgressBar.vue	L1-L141	NEW	当前文件逐行审查及调用链对照完成	逐行审查组件职责、公开契约、响应式与可访问性；Playwright 全状态及前端 1969 tests
FIXED	frontend-components	vue-frontend/src/components/ui/UiSelect.vue	L1-L477	NEW	AUDIT-101	使用可关联 button trigger 并补齐 active-descendant 键盘交互
PASS	frontend-components	vue-frontend/src/components/ui/UiSpinner.vue	L1-L45	NEW	纯视觉 spinner primitive，尺寸与非装饰语义均显式	逐行核对 numeric/string size、decorative aria-hidden、label status role 和单一动画；ui-primitives 测试覆盖
